chapter,verse_num,verse_text
10,1,"A wise son brings joy to his father, but a foolish son grief to his mother."
10,2,"Ill-gotten treasures are of no value, but righteousness delivers from death."
10,3,"The LORD does not let the rightoues go hungry but he thwarts the craving of the wicked."
10,4,"Lazy hands make a man poor, but diligent hands bring wealth."
10,5,"He who gathers crops in summer is a wise son, but he who sleeps during harvest is a disgraceful son."
10,6,"Blessings crown the head of the righteous, but violence overwhelms the mouth of the wicked."
10,7,"The memory of the righteous will be a blessing, but the name of the wicked will rot."
10,8,"THe wise in heart accept commands, but a chattering fool comes to ruin."
10,9,"The man of integrity walks securely, but he who takes crooked paths will be found out."
10,10,"He who winks maliciously causes grief, and a chattering fool comes to ruin."
10,11,"The mouth of the rightoues is a fountain of life, but violence overwhelms the mouth of the wicked."
10,12,"Hatred stirs up dissension, but love covers over all wrongs."
10,13,"Wisdom is found on the lips of the discerning, but a rod is for the back of him who lacks judgment."
10,14,"Wise men store up knowledge, but the mouth of a fool invites ruin."
10,15,"The wealth of the rich is their fortified city, but poverty is the ruin of the poor."
10,16,"The wages of the righteous bring them life, but hte incom of the wicked brings them punishment."
10,17,"He who heeds discipline shows the way to life, but whoever ignores correction leads others astray."
10,18,"He who conceals his hatred has lying lips, and whoever spreads slander is a fool."
10,19,"When words are many, sin is not absent, but he who holds his tongue is wise."
10,20,"The tongue of the righteous is choice silver, but the heart of the wicked is of little value."
10,21,"The lips of the righteous nourish many, but fools die for lack of judgment."
10,22,"The blessing of the LORD brings wealth, and he adds no trouble to it."
10,23,"A fool finds pleasure in evil conduct, but a man of understanding delights in wisdom."
10,24,"What the wicked dreads will overtake him; what the righteous desire will be granted."
10,25,"When the storm has swept by, the wicked are gone, but the righteous stand firm forever."
10,26,"As vinegar to the teeth and smoke to the eyes, so is a sluggard to those who send him."
10,27,"The fear of the LORD adds length of life, but the years of the wicked are cut short."
10,28,"The prospect of the righteous is joy, but the hopes of the wicked come to nothing."
10,29,"The way of the LORD is a refuge for the righteous, but it is the ruin of those who do evil."
10,30,"The righteous iwll never be uprooted, but the wicked will not remain in the land."
10,31,"The outh of the righteous brings forth wisdom, but a perverse tongue will be cut out."
10,32,"The mouth of the righteous know what is fitting, but the mouth of the wicked only what is perverse."
