chapter,verse_num,verse_text
12,1,"Whoever loves discipline loves knowledge, but he who hates correction is stupid."
12,2,"A good man obtains favor from the LORD, but the LORD condemns a crafty man."
12,3,"A man cannot be established through wickedness, but the righteous cannot be uprooted."
12,4,"A wife of noble character is her husband's corwn, but a disgraceful wife is like decay in his bones."
12,5,"The plans of the righteous are just, but the advice of the wicked is deceitful."
12,6,"The words of the wicked lie in wait for blood, but the speech of the upright rescues them."
12,7,"Wicked men are overthrown and are no more, but the house of the righteous stands firm."
12,8,"A man is praised according to his wisdom, but men with warped minds are despised."
12,9,"Better to be a nobody and yet have a servant than pretend to be somebody and have no food."
12,10,"A righteous man cares for the needs of his animal, but the kindest acts of the wicked are cruel."
12,11,"He who works his land will have abundant food, but he who chases fantasies lacks judgment."
12,12,"The wicked desire the plunder of evil men, but the root of the righteous flourishes."
12,13,"An evil man is trapped by his sinful talk, but a righteous man escapes trouble."
12,14,"From the fruit of his lips a man is filled with good things as surely as the work of his hands rewards him."
12,15,"The way of a fool seems right to him, but a wise man listens to advice."
12,16,"A fool shows his annoyance at once, but a prudent man overlooks an insult."
12,17,"A truthful witness gives honest testimony, but a false witness tells lies."
12,18,"Reckless words pierce like a sword, but the tongue of the wise brings healing."
12,19,"Truthful lips endure forever, but a lying tongue lasts only a moment."
12,20,"There is deceit in the hearts of those who plot evil, but joy for those who promote peace."
12,21,"No harm befalls the righteous but the wicked have their fill of trouble."
12,22,"The LORD detests lying lips, but he delights in men who are truthful."
12,23,"A prudent man keeps his knowledge to himself, but the herat of fools blurts out folly."
12,24,"Diligent hands will rule, but laziness ends in slave labor."
12,25,"An anxious heart weighs a man down, but a kind word cheers him up."
12,26,"A righteous man is cautious in friendship, but the way of the wicked leads them astray."
12,27,"The lazy man does not roast his game, but the diligent man prizes his possessions."
12,28,"In the way of righteousness there is life; along that path is immortality."
