chapter,verse_num,verse_text
29,1,"A man who remains stiff-necked after many rebukes will suddenly be destroyed-- without remedy."
29,2,"When the rightoues thrive, the people rejoice; when the wicked rule, the people groan."
29,3,"A man who loves wisdom brings joy to his father, but a companion of prostitutes squanders his wealth."
29,4,"By justice a king gives a country stability, but one who is greedy for bribes tears it down."
29,5,"Whoever flatters his neighbor is spreading a net for his feet."
29,6,"An evil man is snared by his own sin, but a righteous one can sing and be glad."
29,7,"The righteous care about justice for the poor, but the wicked have no such concern."
29,8,"Mockers stir up a city, but wise men turn away anger."
29,9,"If a wise man goes to court with a fool, the fool rages and scoffs, and there is no peace."
29,10,"Bloodthirsty men hate a man of integrity and seek to kill the upright."
29,11,"A fool gives full vent to his anger, but a wise man keeps himself under control."
29,12,"If a ruler listens to lies, all his officials become wicked."
29,13,"The poor man and the oppressor have this in common: The LORD gives sight to the eyes of both."
29,14,"If a king judges the poor with fairness, his throne will always be secure."
29,15,"The rod of correction imparts wisdom, but a child left to himself disgraces his mother."
29,16,"When the wicked thrive, so does sin, but the righteous will see their downfall."
29,17,"Discipline your son, and he will give you peace; he will bring delight to your soul."
29,18,"Where there is no revelation, the people cast off restraint; but blessed is he who keeps the law."
29,19,"A servant cannot be corrected by mere words; though he understands, he will not respond."
29,20,"Do you see a man who speaks in haste? There is more hope for a fool than for him."
29,21,"If a man pampers his servant from youth, he will bring grief in the end."
29,22,"An angry man stirs up dissension, and a hot-tempered one commits many sins."
29,23,"A man's pride brings him low, but a man of lowly spirit gains honor."
29,24,"The accomplice of a thief is his own enemry; he is put under oath and dare not testify."
29,25,"Fear of man will prove to be a snare, but whoever trusts in the LORD is kept safe."
29,26,"Many seek an audience with a ruler, but it is from the LORD that man gets justice."
29,27,"The righteous detest the dishonest; the wicked detest the upright."
