chapter,verse_num,verse_text
15,1,"A gentle answer turns away wrath, but a harsh word stirs up anger."
15,2,"The tongue of the wise commends knowledge, but the mouth of the fool gushes folly."
15,3,"The eyes of the LORD are everywhere, keeping watch on the wicked and the good."
15,4,"The tongue that brings healing is a tree of life, but a deceitful tongue crushes the spirit."
15,5,"A fool spurns his father's discipline, but whoever heeds correction shows prudence."
15,6,"The house of the righteous contains great treasure, but the income of the wicked brings them trouble."
15,7,"The lips of the wise spread knowledge; not so the hearts of fools."
15,8,"The LORD detests the sacrifice of the wicked, but the prayer of the upright pleases him."
15,9,"The LORD detests the way of the wicked but he loves those who pursue righteousness."
15,10,"Stern discipline awaits him who leaves the path; but he who hates correction will die."
15,11,"Death and Destruction lie open before the LORD-- how much more the hearts of men!"
15,12,"A mocker resents correction; he will not consult the wise."
15,13,"A happy heart makes the face cheerful, but heartache crushes the spirit."
15,14,"The discerning heart seeks knowlege, but the mouth of a fool feeds on folly."
15,15,"All the days of the oppressed are wretched, but the cheerful heart has a continual feast."
15,16,"Better a little with the fear of the LORD than great wealth with turmoil."
15,17,"Better a meal of vegetables where there is love than a fattened calf with hatred."
15,18,"A hot-tempered man stirs up dissension, but a patient man calms a quarrel."
15,19,"The way of the sluggard is blocked by thorns, but the path of the upright is a highway."
15,20,"A wise son brings joy to his father, but a foolish man despises his mother."
15,21,"Folly delights a man who lacks judgment, but a man of understanding keeps a straight course."
15,22,"Plans fail for lack of counsel, but with many advisers they succeed."
15,23,"A man finds joy in giving an apt reply-- and how good is a timely word!"
15,24,"The path of life leads upward for the wise to keep him from going down to the grave."
15,25,"The LORD tears down the proud man's house but he keeps the widow's boundaries intact."
15,26,"The LORD detests the thoughts of the wicked, but those of the pure are pleasing to him."
15,27,"A greedy man brings trouble to his family, but he who hates bribes will live."
15,28,"The heart of the righteous weighs its answers, but the mouth of the wicked gushes evil."
15,29,"The LORD is far from the wicked but he hears the prayer of the righteous."
15,30,"A cheerful look brings joy to the heart, and good news gives health to the bones."
15,31,"He who listens to a life-giving rebuke will be at home among the wise."
15,32,"He who ignores discipline despises himself, but whoever heeds correction gains understanding."
15,33,"The fear of the LORD teaches a man wisdom, and humility comes before honor."
